pedido_id,data_venda,produto,categoria,quantidade,preco_unitario,regiao,canal,vendedor
PED-01011,2025-07-04,Notebook Pro 14,Informatica,2,4641.41,Nordeste,E-commerce,Bruno Salles
PED-00737,2025-05-15,HD Externo 4TB,Armazenamento,1,635.49,Norte,Televendas,Heitor Braga
PED-00269,2025-06-13,Dock Station USB-C,Perifericos,1,856.47,Sul,Marketplace,Bruno Salles
PED-00907,2025-07-19,Webcam Full HD,Perifericos,2,299.32,Sudeste,Televendas,Heitor Braga
PED-00225,2025-09-20,Dock Station USB-C,Perifericos,1,836.48,Sul,Marketplace,Bruno Salles
PED-00179,2025-07-11,Headset Studio,Perifericos,1,588.83,Sul,Marketplace,Bruno Salles
PED-00291,2025-06-12,Suporte Monitor,Mobiliario,1,276.49,Centro-Oeste,Televendas,Elisa Rocha
PED-00203,2025-10-16,Dock Station USB-C,Perifericos,2,839.08,norte,Marketplace,Fabio Lemos
PED-00204,2025-08-14,Microfone Condensador,Audio,10,684.01,SUDESTE,Marketplace,Heitor Braga
PED-00031,2025-01-28,Webcam Full HD,Perifericos,1,336.49,Sudeste,E-commerce,Gisele Amaral
PED-00999,2025-08-15,Mouse Ergonomico,Perifericos,2,219.36,Norte,Televendas,Carla Nunes
PED-00045,2025-11-10,SSD 1TB NVMe,Armazenamento,3,543.90,Norte,E-commerce,Elisa Rocha
PED-00369,2025-06-04,Mesa Regulavel,Mobiliario,1,2010.09,NORDESTE,Marketplace,Carla Nunes
PED-00784,2025-10-25,HD Externo 4TB,Armazenamento,1,685.37,Norte,Loja Fisica,Carla Nunes
PED-00935,2025-04-10,Webcam Full HD,Perifericos,1,309.77,Nordeste,Televendas,Diego Matos
PED-00600,2025-01-21,Monitor 27 4K,Informatica,3,1564.23,Centro-Oeste,Televendas,Elisa Rocha
PED-00647,2025-05-13,Caixa de Som Bluetooth,Audio,2,360.84,Sul,Marketplace,Ana Prado
PED-00200,2025-06-20,Microfone Condensador,Audio,1,687.51,Sul,E-commerce,Bruno Salles
PED-00902,20/07/2025,Mouse Ergonomico,Perifericos,1,228.90,Norte,E-commerce,Heitor Braga
PED-00596,2025-05-28,HD Externo 4TB,Armazenamento,3,705.83,Sudeste,Marketplace,Gisele Amaral
PED-00292,2025-07-14,  Mouse Ergonomico  ,Perifericos,1,"246,23",centro-oeste,Televendas,Carla Nunes
PED-00236,2025-12-03,Dock Station USB-C,Perifericos,1,799.42,sudeste,Televendas,Carla Nunes
PED-00062,2025-06-19,Headset Studio,Perifericos,1,622.83,Norte,Televendas,Bruno Salles
PED-01082,2025-07-22,Mouse Ergonomico,Perifericos,2,231.45,NORDESTE,Loja Fisica,Ana Prado
PED-00152,2025-12-15,Mesa Regulavel,Mobiliario,3,2298.00,Sul,E-commerce,Ana Prado
PED-00021,2025-09-29,Headset Studio,Perifericos,3,573.77,Sudeste,Televendas,Heitor Braga
PED-00744,2025-11-24,Caixa de Som Bluetooth,Audio,4,362.85,Sudeste,,Gisele Amaral
PED-00014,2025-05-16,Caixa de Som Bluetooth,Audio,4,394.60,Sul,Loja Fisica,Elisa Rocha
PED-00378,2025-07-29,Microfone Condensador,Audio,2,759.33,Centro-Oeste,Loja Fisica,Elisa Rocha
PED-00820,2025-04-30,SSD 1TB NVMe,Armazenamento,3,563.68,Nordeste,Loja Fisica,Ana Prado
PED-00421,2025-01-01,Webcam Full HD,Perifericos,2,325.95,Sul,Marketplace,Bruno Salles
PED-00770,2025-11-14,Notebook Pro 14,Informatica,3,4394.20,sul,Televendas,Ana Prado
PED-01056,2025-09-09,Webcam Full HD,Perifericos,1,318.44,Norte,Televendas,Bruno Salles
PED-00985,2025-08-26,Microfone Condensador,Audio,2,710.67,Sul,E-commerce,Ana Prado
PED-00490,2025-06-29,Mouse Ergonomico,Perifericos,1,247.06,Nordeste,E-commerce,Ana Prado
PED-00437,2025-12-15,Cadeira Ergonomica,Mobiliario,2,1515.19,Sudeste,Televendas,Gisele Amaral
PED-00956,2025-12-21,SSD 1TB NVMe,Armazenamento,2,554.48,Sudeste,Loja Fisica,Heitor Braga
PED-00472,2025-09-27,Webcam Full HD,Perifericos,1,337.86,Sul,E-commerce,Gisele Amaral
PED-00457,2025-05-14,Mesa Regulavel,Mobiliario,5,2054.94,Nordeste,Marketplace,Fabio Lemos
PED-00008,2025-05-29,Suporte Monitor,Mobiliario,1,274.05,Sudeste,Loja Fisica,Bruno Salles
PED-00450,2025-06-05,Notebook Pro 14,Informatica,1,4441.68,Norte,Loja Fisica,Heitor Braga
PED-01016,2025-03-28,Suporte Monitor,Mobiliario,2,242.83,Sudeste,Televendas,Diego Matos
PED-00087,2025-04-22,Monitor 27 4K,Informatica,1,1562.45,Centro-Oeste,Televendas,Fabio Lemos
PED-00931,24/10/2025,Caixa de Som Bluetooth,Audio,1,393.43,Nordeste,Marketplace,Diego Matos
PED-00215,2025-12-17,Mesa Regulavel,Mobiliario,2,2380.28,Norte,E-commerce,Gisele Amaral
PED-00333,2025-05-11,HD Externo 4TB,Armazenamento,2,648.45,Sul,Televendas,Bruno Salles
PED-00674,2025-10-14,Mouse Ergonomico,Perifericos,1,237.72,Sudeste,Televendas,Fabio Lemos
PED-00858,2025-07-19,Mesa Regulavel,Mobiliario,1,2189.82,Norte,Marketplace,Diego Matos
PED-00614,2025-02-07,SSD 1TB NVMe,Armazenamento,2,470.81,Sudeste,Loja Fisica,Elisa Rocha
PED-00688,2025-07-14,Suporte Monitor,Mobiliario,1,274.76,Norte,E-commerce,Fabio Lemos
PED-00679,2025-06-25,Notebook Pro 14,Informatica,1,4888.81,Sudeste,Loja Fisica,Heitor Braga
PED-00958,2025-03-19,Mouse Ergonomico,Perifericos,1,219.81,Sul,E-commerce,Elisa Rocha
PED-00975,2025-09-27,Notebook Pro 14,Informatica,2,4347.36,SUL,Televendas,Diego Matos
PED-00388,2025-06-25,Dock Station USB-C,Perifericos,2,760.52,SUDESTE,Loja Fisica,Diego Matos
PED-00700,2025-03-27,SSD 1TB NVMe,Armazenamento,2,482.55,Nordeste,Marketplace,
PED-00141,2025-04-27,Teclado Mecanico,Perifericos,2,403.23,Sudeste,Marketplace,Bruno Salles
PED-00413,2025-09-07,Suporte Monitor,Mobiliario,5,257.74,Nordeste,E-commerce,Bruno Salles
PED-00411,2025-07-21,Microfone Condensador,Audio,1,763.01,Centro-Oeste,Loja Fisica,Elisa Rocha
PED-00401,2025-05-30,Cadeira Ergonomica,Mobiliario,1,1493.29,Sudeste,Televendas,Diego Matos
PED-00705,2025-08-31,Monitor 27 4K,Informatica,1,1555.71,Norte,E-commerce,Ana Prado
PED-00865,2025-02-06,Microfone Condensador,Audio,2,656.76,Sudeste,Loja Fisica,Heitor Braga
PED-01146,2025-03-17,Microfone Condensador,Audio,1,715.71,CENTRO-OESTE,Marketplace,Diego Matos
PED-01039,2025-07-25,Mouse Ergonomico,Perifericos,1,262.21,Sul,E-commerce,Bruno Salles
PED-00487,2025-01-17,Microfone Condensador,Audio,10,781.23,Sul,Televendas,Diego Matos
PED-00118,2025-05-20,SSD 1TB NVMe,Armazenamento,2,543.48,Norte,Marketplace,Heitor Braga
PED-00297,2025-12-01,HD Externo 4TB,Armazenamento,10,616.23,Centro-Oeste,Marketplace,Diego Matos
PED-01061,2025-05-11,Webcam Full HD,Perifericos,1,342.87,Nordeste,E-commerce,Diego Matos
PED-00017,2025-08-28,Cadeira Ergonomica,Mobiliario,1,1380.22,Norte,Televendas,Ana Prado
PED-00756,2025-10-20,Teclado Mecanico,Perifericos,1,354.83,Centro-Oeste,Loja Fisica,Bruno Salles
PED-00597,2025-06-10,Webcam Full HD,Perifericos,5,343.86,Norte,E-commerce,Ana Prado
PED-00703,2025-10-28,Dock Station USB-C,Perifericos,4,821.14,Norte,Marketplace,Gisele Amaral
PED-00633,2025-10-10,Dock Station USB-C,Perifericos,2,917.82,NORDESTE,Marketplace,Carla Nunes
PED-00962,2025-10-08,SSD 1TB NVMe,Armazenamento,2,543.17,Centro-Oeste,Marketplace,Elisa Rocha
PED-00302,2025-09-10,SSD 1TB NVMe,Armazenamento,10,526.30,Sul,Marketplace,Elisa Rocha
PED-00299,2025-01-20,HD Externo 4TB,Armazenamento,3,713.03,Sul,Marketplace,Carla Nunes
PED-00638,2025-07-04,Teclado Mecanico,Perifericos,1,347.54,Centro-Oeste,Marketplace,Heitor Braga
PED-00733,2025-11-27,Teclado Mecanico,Perifericos,1,374.96,Nordeste,,Diego Matos
PED-01051,2025-02-12,Suporte Monitor,Mobiliario,1,238.26,Nordeste,Televendas,Bruno Salles
PED-00893,2025-11-03,Cadeira Ergonomica,Mobiliario,2,1515.47,Sudeste,E-commerce,Bruno Salles
PED-00639,2025-06-15,Caixa de Som Bluetooth,Audio,1,438.32,Sudeste,Televendas,Elisa Rocha
PED-01131,2025-01-17,Monitor 27 4K,Informatica, 3 ,1841.72,Sudeste,Televendas,Gisele Amaral
PED-00124,2025-10-09,Mouse Ergonomico,Perifericos,2,"232,43",Sudeste,Marketplace,Bruno Salles
PED-00091,2025-06-27,Dock Station USB-C,Perifericos,10,895.81,Norte,Marketplace,Fabio Lemos
PED-00282,2025-01-09,Suporte Monitor,Mobiliario,2,263.65,Nordeste,Televendas,Bruno Salles
PED-00498,2025-10-09,Teclado Mecanico,Perifericos,1,362.05,Centro-Oeste,Loja Fisica,Ana Prado
PED-00381,2025-11-23,Suporte Monitor,Mobiliario,4,267.11,Sudeste,E-commerce,Diego Matos
PED-00911,2025-07-27,Notebook Pro 14,Informatica,1,4861.65,Sudeste,,Heitor Braga
PED-00986,2025-11-22,  Monitor 27 4K  ,Informatica,1,1863.76,Centro-Oeste,E-commerce,Elisa Rocha
PED-00863,2025-10-07,Suporte Monitor,Mobiliario,1,258.44,Sul,Loja Fisica,Heitor Braga
PED-00728,2025-01-27,SSD 1TB NVMe,Armazenamento,2,488.47,Sul,E-commerce,Diego Matos
PED-00525,2025-04-20,Webcam Full HD,Perifericos,1,335.83,Sul,Loja Fisica,Diego Matos
PED-01043,2025-04-06,Caixa de Som Bluetooth,Audio,1,415.09,Norte,Marketplace,Diego Matos
PED-00259,2025-10-10,Mesa Regulavel,Mobiliario,2,2005.28,Norte,Loja Fisica,Carla Nunes
PED-00397,2025-04-06,Cadeira Ergonomica,Mobiliario, 1 ,1380.85,Centro-Oeste,Loja Fisica,Carla Nunes
PED-00139,2025-11-16,  SSD 1TB NVMe  ,Armazenamento,3,495.75,Centro-Oeste,E-commerce,Fabio Lemos
PED-00026,2025-05-07,SSD 1TB NVMe,Armazenamento,4,516.22,Sul,E-commerce,Fabio Lemos
PED-00211,2025-11-20,Dock Station USB-C,Perifericos,1,862.92,Nordeste,E-commerce,Fabio Lemos
PED-00222,2025-09-15,SSD 1TB NVMe,Armazenamento,3,552.09,Norte,Marketplace,Carla Nunes
PED-00395,10/03/2025,Caixa de Som Bluetooth,Audio,2,363.25,NORDESTE,E-commerce,Diego Matos
PED-00673,2025-04-10,Microfone Condensador,Audio,1,727.48,Centro-Oeste,Marketplace,
PED-01060,2025-12-17,Mesa Regulavel,Mobiliario,5,2112.69,Sudeste,Loja Fisica,Heitor Braga
PED-00930,2025-01-15,Caixa de Som Bluetooth,Audio,2,369.39,Centro-Oeste,E-commerce,Bruno Salles
PED-00054,2025-05-02,Cadeira Ergonomica,Mobiliario,3,1542.38,Sul,Loja Fisica,Gisele Amaral
PED-00696,2025-11-19,Notebook Pro 14,Informatica,1,4405.20,Sudeste,Marketplace,Fabio Lemos
PED-00208,2025-02-01,Cadeira Ergonomica,Mobiliario,1,1311.46,centro-oeste,E-commerce,Fabio Lemos
PED-00877,2025-11-16,Mesa Regulavel,Mobiliario,10,2316.97,Sudeste,Televendas,Heitor Braga
PED-00951,2025-01-21,Notebook Pro 14,Informatica,1,4611.62,Nordeste,Televendas,Carla Nunes
PED-00787,2025-07-31,Suporte Monitor,Mobiliario,1,254.93,Centro-Oeste,Televendas,Heitor Braga
PED-00929,21/08/2025,Mouse Ergonomico,Perifericos,1,252.66,Sudeste,E-commerce,Ana Prado
PED-00022,2025-06-07,Notebook Pro 14,Informatica,1,4511.50,Sul,E-commerce,Diego Matos
PED-00478,2025-06-30,Caixa de Som Bluetooth,Audio,2,415.10,Norte,Loja Fisica,Diego Matos
PED-00842,2025-10-04,Notebook Pro 14,Informatica,1,5029.11,Centro-Oeste,E-commerce,Carla Nunes
PED-00197,2025-07-27,Microfone Condensador,Audio,1,700.96,Centro-Oeste,Televendas,Bruno Salles
PED-00823,2025-06-07,Suporte Monitor,Mobiliario,1,281.24,NORDESTE,Televendas,Ana Prado
PED-00782,2025-03-12,Monitor 27 4K,Informatica,1,1662.14,Sudeste,Marketplace,Diego Matos
PED-00604,2025-08-01,HD Externo 4TB,Armazenamento,1,664.77,Norte,Marketplace,Bruno Salles
PED-00107,2025-09-03,Microfone Condensador,Audio,1,679.24,centro-oeste,Televendas,Carla Nunes
PED-00115,2025-11-17,Notebook Pro 14,Informatica,2,5060.09,Norte,Loja Fisica,Gisele Amaral
PED-00209,2025-01-21,Suporte Monitor,Mobiliario,1,273.20,Sul,Marketplace,Heitor Braga
PED-00135,2025-10-20,Microfone Condensador,Audio,1,741.14,centro-oeste,Loja Fisica,Gisele Amaral
PED-00005,2025-06-22,  Mouse Ergonomico  ,Perifericos,1,260.26,Sudeste,E-commerce,
PED-00618,2025-05-25,Dock Station USB-C,Perifericos,2,864.47,Centro-Oeste,Marketplace,Gisele Amaral
PED-00113,2025-03-22,Monitor 27 4K,Informatica,1,1719.11,Sudeste,Marketplace,Heitor Braga
PED-00906,2025-05-29,Notebook Pro 14,Informatica,4,4900.22,Sul,Loja Fisica,Ana Prado
PED-00127,2025-05-28,Teclado Mecanico,Perifericos,1,341.63,Centro-Oeste,Marketplace,Bruno Salles
PED-00262,2025-05-21,Mouse Ergonomico,Perifericos,1,260.21,Sul,Televendas,Bruno Salles
PED-00134,2025-10-06,HD Externo 4TB,Armazenamento, 1 ,640.63,Centro-Oeste,Marketplace,Fabio Lemos
PED-00642,2025-09-04,Microfone Condensador,Audio,4,709.58,Norte,E-commerce,Carla Nunes
PED-00773,2025-12-24,  Cadeira Ergonomica  ,Mobiliario,3,1308.62,Sudeste,Marketplace,Ana Prado
PED-00069,2025-04-10,SSD 1TB NVMe,Armazenamento,1,535.80,Centro-Oeste,Marketplace,Gisele Amaral
PED-00125,2025-07-26,Headset Studio,Perifericos,1,523.04,norte,E-commerce,Heitor Braga
PED-00176,2025-10-08,Monitor 27 4K,Informatica,1,1748.14,Nordeste,Marketplace,Elisa Rocha
PED-00256,10/10/2025,Headset Studio,Perifericos,2,553.35,Sul,E-commerce,
PED-00915,2025-02-02,SSD 1TB NVMe,Armazenamento,2,558.37,Sudeste,E-commerce,Heitor Braga
PED-00196,2025-08-12,Notebook Pro 14,Informatica,1,4882.22,Sudeste,Marketplace,Bruno Salles
PED-00899,2025-08-09,Mesa Regulavel,Mobiliario,1,2012.39,Sul,E-commerce,Heitor Braga
PED-00150,2025-01-26,Mouse Ergonomico,Perifericos,1,255.65,Norte,Marketplace,Elisa Rocha
PED-00485,2025-11-11,Suporte Monitor,Mobiliario,5,275.85,nordeste,Loja Fisica,Carla Nunes
PED-01065,08/10/2025,Headset Studio,Perifericos,1,596.51,Nordeste,Marketplace,Ana Prado
PED-00684,2025-10-22,Headset Studio,Perifericos,2,568.13,Nordeste,Marketplace,Carla Nunes
PED-00112,2025-04-17,Cadeira Ergonomica,Mobiliario,5,1296.07,Sul,Televendas,Bruno Salles
PED-00698,2025-11-07,Notebook Pro 14,Informatica,1,4821.13,Sul,Loja Fisica,Elisa Rocha
PED-00489,2025-02-15,Headset Studio,Perifericos,10,529.26,Nordeste,Marketplace,Ana Prado
PED-00970,2025-08-23,  Webcam Full HD  ,Perifericos,5,330.22,Nordeste,Loja Fisica,Ana Prado
PED-00221,2025-08-29,Teclado Mecanico,Perifericos,2,355.55,Sul,Televendas,Heitor Braga
PED-00507,2025-03-27,Dock Station USB-C,Perifericos,1,925.43,Sul,Loja Fisica,Carla Nunes
PED-00513,2025-01-20,Mesa Regulavel,Mobiliario,1,2225.40,Sul,Televendas,Gisele Amaral
PED-00685,2025-04-24,Dock Station USB-C,Perifericos,4,806.39,Norte,Loja Fisica,Ana Prado
PED-00050,2025-08-07,Monitor 27 4K,Informatica,3,1719.00,NORTE,E-commerce,Bruno Salles
PED-00885,2025-03-16,Mesa Regulavel,Mobiliario,2,"2163,86",Norte,Marketplace,Ana Prado
PED-00983,2025-03-31,Webcam Full HD,Perifericos,2,297.64,Norte,Marketplace,Carla Nunes
PED-00058,2025-05-23,  Webcam Full HD  ,Perifericos,1,336.52,Nordeste,Marketplace,Fabio Lemos
PED-00199,2025-10-29,Webcam Full HD,Perifericos,4,295.66,Centro-Oeste,E-commerce,Gisele Amaral
PED-00129,2025-02-28,HD Externo 4TB,Armazenamento,1,625.56,Centro-Oeste,E-commerce,Carla Nunes
PED-00637,2025-04-29,Headset Studio,Perifericos,1,600.37,Sudeste,Televendas,Fabio Lemos
PED-00675,2025-10-03,Notebook Pro 14,Informatica,3,5092.16,Norte,Televendas,Heitor Braga
PED-00337,2025-05-05,Suporte Monitor,Mobiliario,10,263.87,Norte,Loja Fisica,Gisele Amaral
PED-00404,2025-12-01,HD Externo 4TB,Armazenamento,1,653.59,Sul,Televendas,Ana Prado
PED-00512,2025-06-26,Dock Station USB-C,Perifericos,1,851.84,Centro-Oeste,Televendas,Gisele Amaral
PED-00153,2025-07-06,Mouse Ergonomico,Perifericos,3,214.08,Sul,E-commerce,Elisa Rocha
PED-00868,16/07/2025,HD Externo 4TB,Armazenamento,1,"708,80",Nordeste,Loja Fisica,Carla Nunes
PED-00463,2025-07-27,Microfone Condensador,Audio,10,641.31,Centro-Oeste,Loja Fisica,Bruno Salles
PED-00052,2025-01-22,Cadeira Ergonomica,Mobiliario,2,1394.58,Nordeste,Televendas,Ana Prado
PED-00168,21/04/2025,Microfone Condensador,Audio,3,667.68,Sul,Televendas,Carla Nunes
PED-00686,2025-10-04,HD Externo 4TB,Armazenamento,3,661.02,Sudeste,Televendas,Gisele Amaral
PED-00399,2025-07-16,Notebook Pro 14,Informatica,1,4347.34,Norte,Marketplace,Gisele Amaral
PED-00803,2025-12-31,Notebook Pro 14,Informatica,1,4833.00,Sul,E-commerce,Bruno Salles
PED-00011,24/11/2025,Monitor 27 4K,Informatica,1,1618.14,Norte,Loja Fisica,Fabio Lemos
PED-00648,2025-05-26,Caixa de Som Bluetooth,Audio,2,411.60,Sudeste,Loja Fisica,Heitor Braga
